0	16904
0	25177
1	5817
1	15665
2	11423
2	13610
2	17900
3	2007
3	9837
3	9964
3	13333
3	23447
4	17557
5	5633
5	22282
5	25041
6	14957
6	15337
7	1650
7	6059
7	6775
7	16537
7	21125
7	21942
8	4904
8	7046
9	870
9	2522
9	5799
9	5897
9	6676
9	7822
9	9615
9	11843
9	21106
9	22986
10	5477
10	6001
10	13113
10	20543
11	1830
11	2131
11	8556
11	9350
11	9567
11	11927
11	14502
12	21017
13	11566
13	17048
13	19203
13	24530
14	9346
15	1820
15	2315
15	2637
15	8848
15	9396
15	15909
15	17460
15	18265
15	18521
15	18536
15	22152
15	23103
15	26332
16	3757
16	5443
16	6192
16	13762
16	17265
16	20620
16	23747
16	24998
17	1042
17	8379
18	6129
18	8031
18	8600
18	23979
18	24516
19	9486
19	15503
19	20620
19	26991
20	25893
21	1781
22	5288
22	6962
22	10486
22	18690
23	326
23	810
23	1326
23	4282
23	5014
23	5675
23	6570
23	7005
23	7248
23	7358
23	8173
23	10996
23	12181
23	12499
23	17275
23	17626
23	18826
23	19256
23	22978
23	23723
24	4085
24	4613
24	4826
24	6527
24	7053
24	7463
24	8150
24	10933
24	14358
24	17067
24	18514
24	20951
24	23193
24	24016
24	25716
24	26816
25	14068
25	17914
26	16860
26	19417
26	20438
26	21391
27	1779
27	3547
27	12776
27	23407
27	24178
28	8872
28	10256
28	14122
28	22756
29	2435
29	2517
29	7605
29	9306
29	9362
29	10108
29	12613
29	14337
29	15157
29	16241
29	17451
29	18197
29	18469
29	27172
30	8123
30	11679
30	11836
30	17128
30	18659
30	23718
30	24135
30	25516
31	12177
31	15276
31	24721
32	11371
33	8960
33	13695
33	18271
34	3717
34	16685
35	19315
36	1378
36	1607
36	2424
36	2975
36	4070
36	7811
36	11141
36	16679
36	20074
36	20319
36	24632
37	11373
37	18494
37	20413
37	22480
37	22852
37	24713
37	24968
37	25917
38	14811
38	15700
38	21896
39	912
39	10387
39	10999
39	14337
39	15303
39	18469
39	19288
39	26449
39	26641
39	27172
40	3334
40	9924
40	13043
40	18827
40	20725
41	4955
41	5518
41	19083
41	25079
42	5274
43	14305
44	11345
44	24800
44	24998
44	26174
45	2963
45	18072
45	19778
46	5555
46	12975
46	13895
46	24238
46	25062
47	21728
48	4354
48	8841
48	10345
48	10678
48	13173
48	14303
48	14314
48	14637
48	20847
49	7405
49	23739
50	1238
50	5606
50	10969
50	16089
50	19703
50	26344
51	3498
51	5463
51	5921
52	6552
52	16585
52	18980
53	17111
53	18201
53	19791
54	9940
54	17868
55	2017
55	10406
55	21425
56	6736
56	26603
57	3578
57	16038
57	24275
57	25877
58	7394
58	21073
58	25328
59	24611
60	15431
60	16072
60	18697
60	21393
60	25154
60	25769
61	12111
61	13379
62	397
62	11256
62	14609
62	26751
63	12819
63	13828
63	15181
64	3631
64	7539
64	21930
64	23506
65	9073
65	12618
65	25193
66	4497
66	22205
67	5687
67	11233
67	12895
67	24971
68	6453
68	8100
68	8347
68	16712
68	17390
68	20067
69	3357
69	8914
69	13756
69	15187
69	16035
69	19836
69	23351
69	26578
70	2185
70	2923
70	22377
71	91
71	3372
71	16352
72	1784
72	2445
72	2810
72	2934
72	4687
72	6253
72	20061
72	21105
72	22603
72	25440
72	27126
73	981
73	1532
73	3890
73	3970
73	4886
73	6805
73	9611
73	10392
73	10862
73	11163
73	14090
73	14672
73	15522
73	17739
73	20743
73	21507
73	21880
73	22740
73	23782
73	25392
74	18163
75	4677
75	6336
75	8240
75	25235
76	5972
76	6432
76	8561
76	13711
76	17283
76	23614
77	1464
77	1970
77	2467
77	10234
77	11994
77	16797
77	17085
77	23412
77	23585
77	23998
77	24348
78	1366
78	2597
78	3915
78	6387
78	6865
78	8011
78	9040
78	10007
78	10557
78	10914
78	12062
78	14339
78	20628
78	23108
78	27160
79	7305
79	10446
79	14690
79	15121
79	16511
80	5388
80	14534
81	6582
81	9599
81	13507
81	25218
82	8211
82	11219
82	19327
83	11605
83	11642
83	19819
84	6792
84	24565
85	12169
86	1586
86	7120
86	14423
86	24240
87	20714
88	23049
88	23224
89	10139
90	1957
90	3273
90	4677
90	5195
90	6575
90	18303
90	18479
90	20589
90	21447
90	24524
90	27009
91	71
91	3372
91	16352
92	1482
92	3758
92	13598
92	19055
92	19447
92	24261
93	19396
93	25509
94	992
94	8884
94	13724
94	18759
95	3443
95	10355
95	15384
95	25547
96	2941
96	10167
96	11013
96	14900
96	18411
96	21385
96	22194
96	24258
96	26070
97	2561
97	5166
97	19071
98	793
98	2608
98	14835
98	14957
98	17285
98	18856
98	22939
99	17013
100	1790
100	6399
100	25403
101	1136
101	4832
101	6153
101	6429
101	9790
101	12640
101	16993
101	18895
101	24921
102	1932
102	2267
102	4862
102	6220
102	8408
102	14187
102	14716
102	16564
102	19142
102	20512
102	20943
102	22576
102	23097
102	23438
102	23551
102	24603
102	25992
102	26289
103	16138
103	19786
103	23622
104	1141
104	3953
104	19462
105	17269
106	1595
106	6149
106	9903
107	1290
107	4708
107	9229
107	10253
107	11355
107	16067
107	18908
107	23375
108	2092
108	7051
108	13678
108	18452
108	18752
108	18967
108	23368
108	24697
108	26210
109	7394
109	13330
109	14800
109	15255
109	16231
109	16269
109	18651
109	24892
109	25328
110	10837
110	17965
110	24133
111	721
111	1081
111	1613
111	1859
111	1972
111	2152
111	2833
111	2849
111	2974
111	3796
111	3872
111	5327
111	5379
111	5877
111	6009
111	6112
111	6629
111	6911
111	7236
111	7739
111	7862
111	8476
111	9622
111	10276
111	11429
111	11663
111	11759
111	12272
111	12423
111	12586
111	12604
111	12874
111	12939
111	13804
111	14504
111	14525
111	15564
111	16101
111	16190
111	16473
111	17070
111	17481
111	17517
111	18314
111	18498
111	18787
111	18951
111	19327
111	19802
111	19992
111	20568
111	20942
111	21605
111	22831
111	23285
111	23513
111	23545
111	24098
111	24569
111	24994
111	25485
111	25559
111	25820
111	25856
111	25882
111	26579
111	27088
112	996
112	3644
112	4270
112	7434
112	9278
112	11472
112	13642
112	14512
112	16557
112	17825
112	17942
112	19251
112	20350
112	20546
112	23120
112	23368
112	24292
112	24882
112	25178
113	1361
113	7365
113	8336
113	14961
113	21387
113	23096
114	22281
115	3272
115	4152
115	4192
115	4463
115	5629
115	7210
