2	966
2	104
5	1509
6	1192
7	1510
12	234
15	652
15	883
15	1511
15	1512
15	1239
16	301
16	509
18	1185
20	1441
20	1185
26	1179
26	60
27	1513
27	74
27	1514
29	965
29	298
29	1106
29	1398
29	436
29	892
29	1061
29	1350
29	989
29	1435
29	403
29	546
29	1159
29	1147
29	509
29	969
29	129
29	1481
29	568
29	716
29	188
29	628
35	1377
35	637
36	320
36	1229
1515	1333
38	483
38	1516
38	272
38	795
1517	947
47	1033
47	1518
51	1406
1519	1520
1521	1075
57	239
58	965
60	26
60	733
60	775
60	1522
60	1523
61	182
61	263
63	1524
63	1174
63	409
63	1274
1525	1327
1525	552
66	1147
74	27
78	1526
78	291
79	1153
79	739
79	1072
79	1249
79	188
79	315
79	426
79	355
79	863
79	842
79	782
79	282
1527	94
80	509
80	683
80	1187
80	628
80	965
80	1528
83	208
85	1055
86	43
1529	271
88	862
89	129
89	403
89	509
89	1530
89	410
89	298
89	1287
89	628
90	109
1531	1532
94	1495
95	1252
95	1533
95	1292
95	1232
95	1021
95	96
96	95
99	188
99	712
103	1505
103	368
109	1415
109	499
110	1491
114	509
114	1344
116	738
116	553
120	509
120	628
1534	316
129	298
129	1160
129	1414
129	29
129	89
135	436
1532	80
1532	188
1532	241
1532	1481
1532	892
1535	417
1535	826
141	965
143	514
143	1207
1509	230
146	23
146	264
146	1355
149	343
154	1288
154	898
154	372
154	1331
154	361
154	433
154	806
1536	272
161	300
161	825
161	272
161	1298
162	1398
162	1034
163	1435
163	1537
164	1538
164	644
165	584
165	499
165	1415
165	752
165	361
165	516
165	433
165	1288
166	188
167	628
1539	425
168	1216
168	630
171	1540
173	1541
174	872
1542	1327
182	263
182	61
188	1479
188	221
188	495
188	1022
188	509
188	905
188	1420
188	716
188	591
188	312
188	965
188	166
188	1398
188	1504
188	99
188	1361
188	402
188	989
188	478
188	29
188	782
188	1350
188	1327
188	552
188	150
188	491
188	1106
188	397
188	79
188	628
188	1532
188	1137
188	1481
188	307
188	1435
188	436
191	1284
191	810
192	300
193	1157
196	448
199	1043
200	507
200	1543
201	1197
201	395
201	319
208	83
1544	969
210	6
213	1057
215	1200
215	1187
217	1242
220	825
221	188
221	1420
222	938
222	578
222	315
222	273
222	782
223	509
223	1147
223	489
223	1398
223	636
227	1208
227	448
227	1545
227	457
227	345
227	196
228	718
228	1168
231	873
231	1039
232	477
238	509
240	1187
240	777
240	918
240	489
240	546
240	683
241	1532
242	1435
242	1159
244	1078
244	1546
249	984
254	298
256	1505
256	103
256	554
256	857
1547	1299
1547	320
261	1342
261	188
261	1504
263	182
263	61
267	1518
267	509
268	1548
268	436
268	1417
269	962
269	927
269	125
272	1536
272	1111
272	1131
272	300
272	571
272	1541
272	1180
272	508
273	938
273	222
278	812
278	509
281	718
282	1249
282	79
282	628
282	355
282	315
282	6
282	1355
282	188
282	739
282	782
282	1549
282	1302
282	863
282	452
282	716
282	1192
284	1288
284	1174
285	702
285	938
285	739
285	1398
285	1481
291	78
297	509
298	129
298	436
298	965
298	1550
298	509
298	969
298	1551
298	1159
298	254
298	188
298	160
298	89
298	1147
298	29
298	410
298	1398
298	1355
300	272
300	1466
300	161
300	849
300	795
300	310
300	764
300	702
300	192
300	938
301	16
304	798
305	683
306	226
306	1212
307	905
307	188
307	1273
307	631
310	300
310	1192
312	782
312	999
312	402
312	188
312	1348
312	282
312	426
312	858
313	29
313	716
313	892
313	903
313	568
313	509
313	188
313	628
313	436
314	918
315	79
315	188
315	1549
315	355
315	1153
315	739
315	863
316	1534
317	969
317	509
317	857
319	764
319	1552
319	201
319	188
319	1059
319	1213
319	678
320	1299
320	1282
320	1229
320	36
322	1553
328	337
336	533
340	1033
341	509
345	1272
345	554
345	94
353	445
353	535
353	1056
353	537
1545	452
355	863
355	1014
355	1165
355	739
355	315
355	79
361	806
361	1331
361	1468
361	752
361	516
361	433
361	1288
361	165
361	1507
361	372
361	898
361	154
1549	1062
364	628
372	433
372	516
372	361
373	1482
378	1554
378	771
380	379
380	1041
380	339
387	1039
395	188
395	628
395	1355
396	1466
397	616
397	868
397	580
397	694
397	188
397	489
397	1368
397	509
397	1060
399	1299
1555	556
1553	322
402	858
402	782
402	938
402	188
402	764
402	989
402	716
402	312
403	595
403	897
406	436
406	478
407	623
410	89
410	578
411	169
417	1556
417	96
417	1535
420	433
420	578
420	134
420	282
420	315
420	542
420	782
422	1249
423	428
423	106
425	1539
425	1295
1557	447
426	79
426	716
426	1249
426	1153
426	863
426	739
427	1104
427	313
428	423
428	1196
428	1439
430	1334
432	628
433	1507
433	516
433	154
433	1558
433	636
433	769
433	1331
433	508
433	752
433	420
433	1388
433	1397
433	1415
433	499
433	1288
433	1018
433	861
433	361
433	1383
433	584
433	372
433	806
436	135
436	918
436	1416
436	716
436	29
436	478
436	509
436	188
436	725
436	546
436	628
436	160
436	1413
436	1398
436	268
436	406
441	508
445	535
445	353
445	537
445	1056
447	1557
448	196
452	1420
452	1182
452	628
452	1549
452	568
452	282
452	221
452	782
452	312
452	1559
452	791
452	1202
452	1479
452	1137
452	1560
457	294
463	698
464	1065
467	164
467	1158
468	170
472	509
477	232
477	577
478	546
478	918
478	436
478	1416
478	406
481	676
481	1212
483	38
484	702
485	633
485	1271
485	1561
485	1562
485	1225
485	1563
485	873
485	1019
485	1564
485	1565
485	702
485	392
488	764
489	240
489	223
489	1187
489	397
489	509
489	931
489	1566
489	546
489	777
490	1102
490	883
490	265
490	1140
490	1493
491	395
493	1040
496	1187
499	1018
499	584
499	177
499	516
499	1415
499	433
499	165
502	1187
503	327
506	739
508	938
508	433
508	1065
508	1407
508	272
508	441
509	188
509	1567
509	617
509	278
509	1033
509	1427
509	489
509	114
509	89
509	1220
509	694
509	1147
509	618
509	574
509	965
509	931
509	80
509	1289
509	1078
509	297
509	223
509	1481
509	1276
509	1060
509	120
509	317
509	1463
509	1157
509	313
509	892
509	1206
509	1388
509	238
509	1336
509	1187
509	616
509	956
509	628
509	436
509	394
509	334
509	29
509	341
509	1508
509	658
509	1149
509	986
509	472
509	1398
509	546
509	298
509	1392
509	1128
509	397
509	1104
509	1368
509	580
509	267
509	1568
510	1569
514	143
514	1207
516	372
516	165
516	1018
516	433
516	1415
516	499
521	598
524	1212
524	1360
528	671
528	957
528	1398
532	1570
533	336
534	1571
534	167
535	537
535	1056
535	353
535	445
537	1056
537	353
537	535
537	445
539	502
1560	452
543	1572
543	1573
544	838
546	509
546	1202
546	965
546	1187
546	653
546	29
546	683
546	969
546	403
546	188
546	240
546	1147
546	478
546	489
546	436
546	223
546	918
546	628
546	716
546	777
546	123
546	931
546	1398
550	892
552	1525
552	1327
552	188
552	1574
553	116
556	319
556	1555
561	1575
562	1212
564	706
564	480
564	1576
564	62
564	810
564	1003
568	29
568	313
568	319
568	221
568	188
568	1420
568	452
574	509
574	1577
578	938
578	315
578	410
578	134
581	1104
584	165
584	1415
584	1018
584	433
584	499
1578	1034
1578	272
1578	1398
1578	825
591	188
593	1330
593	1166
593	1223
605	618
605	1149
605	1217
605	1205
606	1024
612	909
616	694
616	509
616	1434
616	397
616	617
617	509
617	616
618	1149
618	837
618	1205
618	605
618	640
618	509
618	1125
618	1217
619	114
620	938
1579	1580
623	776
624	942
628	1147
628	683
628	6
628	362
628	364
628	452
628	999
628	716
628	1423
628	89
628	120
628	1192
628	436
628	167
628	428
628	188
628	432
628	617
628	670
628	1159
628	509
